cell_line,position,cell_label,Dox (ng/ml ),CHIR (uM),CFP_intensity,lnCFP,int_ratio mean,int_ratio std,int_ratio CV,int_diff mean,int_diff std,int_diff CV,barcode_number sum
11,2,18,100,2,539.7785906815557,6.291159038221883,0.7846856705132309,0.08458412870462,8.801314269305044,-3.192871112048134,0.9637114948706215,-24.644500606160005,3
11,2,19,100,2,568.562536528346,6.343111309829122,0.6407896615881059,0.14415903774191313,19.48305291945643,-5.4729939444049,1.7214739956609781,-27.239939004880714,4
11,2,20,100,2,532.7009708737864,6.277960236473923,0.70189374460044,0.07213976817035973,8.900901644908663,-4.573562356730692,1.314004195962048,-24.881283464033167,4
11,2,21,100,2,555.6229367128217,6.320089892808535,0.7568323221979298,0.05808036508271927,6.645999404020583,-3.389559997227522,0.9737481751442774,-24.879059737943845,4
11,2,22,100,2,588.4167625753165,6.377435476722781,0.6494014890164932,0.06525546703277704,8.987700992787847,-5.655633174868613,1.2346353603950206,-19.525513822472075,5
11,2,23,100,2,596.935588939112,6.391809216347657,0.6824145306484897,0.08966187882465637,11.751804631226564,-4.789010870288571,1.5074262367390066,-28.153684572547235,5
11,2,24,100,2,579.7389635935635,6.362577939462101,0.7732719766847709,0.11410711667049314,13.803349560269766,-3.572048873618466,1.69141127379748,-44.293077380728434,8
11,2,25,100,2,1075.6969504447268,6.980724056484352,0.9362227630087343,0.09571502059053673,9.698892720252744,-0.9984727388947963,1.4218466952815205,-135.0945458656154,10
11,2,26,100,2,598.3539381127674,6.3941824486186025,0.7020314797245415,0.10675780051089237,14.426609804026382,-4.6037771640822935,1.8204170907224702,-37.51266032004766,10
11,2,27,100,2,551.5304388091412,6.312697029934121,0.6941976253915282,0.12097038732768403,15.091297448954943,-4.593453243996536,1.8373711189255522,-34.640824248053825,4
11,2,28,100,2,1575.2345238095238,7.362159444180679,0.7605583753938676,0.10419556840684989,11.864442246837548,-3.5143527148115834,1.5201196188585548,-37.45959252109977,4
