No,cell_line,position,cell_label,lnCFP,int_ratio mean,int_ratio std,int_ratio CV,int_diff mean,int_diff std,int_diff CV,mout avg mean,mout avg std,mout avg CV,barcode_number sum,BMP(ng/ml)
5,14,7,7,8.172007127953302,1.06483597406519,0.1183084593835275,10.674610348644327,0.8087789976725059,1.6548680378526657,196.58593839972264,6.70672404175611,3.58334979596757,51.33312630968593,13,64
5,14,7,8,8.570338068257197,1.156815619329156,0.039179379924297875,3.1931340672619677,2.063781805285236,0.43576015768760606,19.90707620238558,9.537470503687688,0.869819969244372,8.598444747327317,9,64
5,14,7,9,8.487087283739186,1.3297352302926082,,0.0,3.740979811789457,,0.0,11.98905579839004,,0.0,1,64
5,14,7,10,8.528525112610552,1.3969874619917748,0.2166072685375854,10.96391145979547,4.446636514645428,2.207893816415134,35.11005868334344,11.968317248004137,0.033515139750850284,0.19801265373537044,2,64
5,14,7,11,8.26146394614276,1.0724961126591543,0.09559297095140457,8.251954749220653,0.9668936012966395,1.2183584076429994,116.66027172070488,6.969889432464368,3.489161070195427,46.34701140429242,7,64
5,14,7,12,8.192245024473738,1.164107860440071,,0.0,2.140407190827929,,0.0,9.628828290938486,,0.0,1,64
5,14,7,13,8.413882612800869,1.1112120991221601,0.08037958333065318,6.264399133607815,1.5141039625580814,1.0781971725593926,61.66988296810359,7.632006856465633,2.327322058385564,26.408781638374634,4,64
5,14,7,14,8.422389014776389,1.1857208343281436,0.05477074294446056,3.7715559222979262,2.507793408769519,0.5406578400321209,17.602936362074452,10.310427513968001,1.288478374749533,10.203633032258493,3,64
5,14,7,15,8.096918694616848,1.1943167454621682,0.09853757774080021,6.7365374909090185,2.6101517424290113,1.057364981945435,33.07604222840062,9.852031963972104,2.0732559550672254,17.182307212267073,3,64
5,14,7,16,8.613142654990286,1.3472027948985148,0.18280037874674557,12.136378420183505,3.722403889835205,1.450280017288299,34.84763933243982,11.479393948735622,1.0358222725998996,8.070701378435766,5,64
5,14,7,17,8.839870565341503,1.266566894040017,0.09891915057270044,6.3768560990299346,3.2421069099808872,0.9959990897158462,25.08337553140436,11.503457272208353,0.753727871005177,5.349837140808698,3,64
5,14,7,18,8.136700001612535,1.1846208482043672,0.03373044308565494,2.013388931525777,2.176153966244697,0.17557157879529625,5.704920510014247,10.530536371613834,1.0721413875650498,7.199238659690588,2,64
5,14,7,19,8.382567849508254,1.0984902917505959,0.05848104234184115,4.610515785907979,1.3240517879939482,0.7007278068227115,45.832654534310144,7.303636525850056,1.6988627956148519,20.144188902876373,4,64
