cell_line,position,cell_label,Dox (ng/ml ),CHIR (uM),CFP_intensity,lnCFP,stimulation time (Days),int_ratio mean,int_ratio std,int_ratio CV,mout avg mean,mout avg std,mout avg CV,barcode_number sum
17,6,2,500,5,6100.762413576367,8.716169028183515,3,1.2917477417595746,,0.0,11.977452401677963,,0.0,1
17,6,3,500,5,9046.083402215245,9.110087169784723,3,1.377799465654688,0.014243438504714979,0.9246424468526505,11.97087931131949,0.046927104621526,0.35062485617661926,5
17,6,4,500,5,5060.92468518407,8.529304489693365,3,1.3023167578755082,0.05230246574366483,3.78642425523308,11.681144975461617,0.6632043505806385,5.3528576133374886,9
17,6,6,500,5,17195.804767309874,9.752420724173604,3,1.3741729237303044,0.03157949625951761,2.19112658608754,11.821627917879539,0.536138290473308,4.324174353815039,11
17,6,7,500,5,10784.436997991968,9.28585935514189,3,1.3011616983710588,0.026936931102463632,1.4638677629961248,11.983799944875294,0.007297129646778499,0.04305687578371639,2
17,6,8,500,5,6001.975340303808,8.699843917412034,3,1.2010911176070995,,0.0,11.775319977381514,,0.0,1
17,6,9,500,5,8895.62634286579,9.09331501278288,3,1.2015675567917423,0.16838913042148224,11.44248182113351,9.563427269706606,2.433945694026193,20.780294357768618,3
17,6,10,500,5,14679.312539894388,9.594194471364494,3,1.3541231004312595,0.03998067504480549,2.7334968694624053,11.967396547966729,0.05729029187120001,0.4432083747170964,7
17,6,11,500,5,4939.405675459632,8.505000294332897,3,1.3175927037401003,0.03969477397427968,2.13028227730814,11.982761872691386,0.014917349501187853,0.08802777775012671,2
17,6,12,500,5,9141.170499971033,9.120543719702932,3,1.3683008845999947,0.016824243330654305,1.138362389025099,11.985075703776932,0.020468009430586045,0.1581107620972199,7
